ID,ScaleX,ScaleY,ScaleZ,RotX,RotY,Rotz,PosX,PosY,PosZ,
Floor,60,0.1,60,0,0,0,0.06,0,0,WallSponge2_Tx
Floor,40,0.1,20,89.97202,90.0496,0,-29.5,10,0,WallCake2_Tx
Floor,40,0.1,20,90,180,0,-0.2,10,30,WallCake2_Tx
Floor,40,0.1,20,90,270,0,30,10,-0.3,WallCake2_Tx
Floor,40,0.1,20,90,0,0,-0.2,10,-30,WallCake2_Tx
Wall,0.5,10,17,0,90,0,2.18,4.606328,-15.69913,WallCake2_Tx
Wall,0.5,10,23,0,0,0,17.8,4.606328,0.4,WallCake2_Tx
Wall,0.5,10,20,0,90,0,0.44,4.606328,19.1,WallCake2_Tx
Wall,0.5,10,6,0,6.427439,0,-15.86,4.606328,10.26,WallCake2_Tx
Wall,0.5,10,23,0,0,0,17.8,4.606328,0.4,WallCake2_Tx
Partition,0.5,10,8,0,180,0,-14.75,4.606328,26.20087,WallCake2_Tx
Partition,0.5,10,8,0,180,0,4.400001,4.606328,26.20087,WallCake2_Tx
Partition,0.4999999,10,8,0,228.7421,0,16.84815,4.606328,27.40087,WallCake2_Tx
Partition,0.5,10,8,0,228.7,0,26.94815,4.606328,17.00087,WallCake2_Tx
Partition,0.4999999,10,6,0,90,0,24.41815,4.606328,3.100866,WallCake2_Tx
Partition,0.4999999,10,8.272705,0,90,0,25.74815,4.606328,-11.45,WallCake2_Tx
Partition,0.4999999,10,8,0,122.4354,0,24.54815,4.606328,-19.89914,WallCake2_Tx
Partition,0.4999999,10,8,0,180,0,9.348153,4.606328,-25.99913,WallCake2_Tx
Partition,0.4999999,10,8,0,180,0,-5.751847,4.606328,-26.05914,WallCake2_Tx
Partition,0.4999999,10,9,0,210.7911,0,-16.92185,4.606328,-26.04913,WallCake2_Tx
Wall,0.5,10,3,0,0,0,21.36815,4.606328,-16.25913,WallCake2_Tx
Wall,0.5,10,8,0,0,0,21.42815,4.606328,-7.299134,WallCake2_Tx
Wall,0.5,10,13,0,0,0,21.42815,4.606328,5.930866,WallCake2_Tx
Wall,0.5,10,9,0,68,0,17.24815,4.606328,-19.39914,WallCake2_Tx
Wall,0.5,10,10,0,90,0,4.468153,4.606328,-22.26913,WallCake2_Tx
Wall,0.5,10,6,0,90,0,-12.25185,4.606328,-22.36913,WallCake2_Tx
Wall,0.5,10,7,0,90,0,-11.54185,4.606328,22.30087,WallCake2_Tx
Wall,0.5,10,8,0,90,0,0.7381526,4.606328,22.31087,WallCake2_Tx
Wall,0.5,10,6,0,90,0,10.84815,4.606328,24.90087,WallCake2_Tx
Wall,0.5,10,10.5444,0,134.6546,0,17.80815,4.606328,21.06087,WallCake2_Tx
Wall,0.5,10,11.03,0,6.429995,0,-19.35185,4.606328,14.50087,WallCake2_Tx
Wall,0.5,10,8,0,121.9,0,-2.383214,4.605468,-4.873274,WallCake2_Tx
Wall,0.5,10,8,0,31.89999,0,-1.183213,4.605468,-10.04327,WallCake2_Tx
Wall,0.5,10,8,0,30.00001,0,-7.453213,4.595468,-6.143273,WallCake2_Tx
Wall,0.5,10,5.5,0,120,0,-5.383213,4.645468,-12.13327,WallCake2_Tx
Wall,0.5,10,7,0,31.89999,0,1.716787,4.605468,-10.32327,WallCake2_Tx
Wall,0.5,10,8,0,90,0,3.646787,4.605468,-13.40327,WallCake2_Tx
Wall,0.5,11.4,9.12,0,143.3,0,-9.863214,4.595468,7.906727,WallCake2_Tx
Wall,0.5,11.4,9.12,0,51.75,0,-4.083213,4.575468,7.216726,WallCake2_Tx
Wall,0.5,11.4,9.12,0,51.40413,0,-9.077804,4.593538,14.01916,WallCake2_Tx
Wall,0.5,11.4,6.27,0,141.4,0,-2.183213,4.595468,12.22673,WallCake2_Tx
Wall,0.5,11.4,9.12,0,143.34,0,7.036787,4.605468,7.486727,WallCake2_Tx
Wall,0.5,11.4,10,0,40.3,0,6.156787,4.605468,-0.1232738,WallCake2_Tx
Wall,0.5,11.4,15,0,51.39999,0,-1.473213,4.565468,6.446726,WallCake2_Tx
Wall,0.5,11.4,9.5,0,120,0,-0.9932134,4.565468,-1.773273,WallCake2_Tx
Wall,0.5,10,9,0,235,0,11.04679,4.605468,-10.82327,WallCake2_Tx
Wall,0.5,10,9,0,0,0,14.58679,4.605468,-3.943274,WallCake2_Tx
Wall,0.5,10,5,0,39.9,0,5.146787,4.605468,-5.523273,WallCake2_Tx
Wall,0.5,7,3.5,0,130.2,0,13.32679,6.105469,1.496727,WallCake2_Tx
Wall,0.5,10,5,0,39.9,0,10.38679,4.605468,0.3567266,WallCake2_Tx
Wall,0.5,7,3,0,44.4,0,7.786787,6.105469,-2.623274,WallCake2_Tx
Wall,0.5,10,9,0,136.91,0,11.28679,5.065468,7.876726,WallCake2_Tx
Wall,0.5,10,9,0,0,0,14.58679,4.605468,8.116726,WallCake2_Tx
Wall,0.5,7,3.5,0,130.2,0,13.32679,6.105469,13.31673,WallCake2_Tx
Wall,0.5,10,6,0,348.3,0,7.686787,5.065468,13.72673,WallCake2_Tx
Wall,0.5,10,5.5,0,111.58,0,9.486787,4.605468,15.43673,WallCake2_Tx
UpperWall,0.5,7.07,3.7,0,0,0,21.36281,6.071321,-12.93846,WallCake2_Tx
UpperWall,0.5,7,3,0,0,0,21.42281,6.071321,-2.078457,WallCake2_Tx
UpperWall,0.5,7,3.55,0,48.02,0,22.66281,6.071321,13.31154,WallCake2_Tx
UpperWall,0.5,7,4,0,315.86,0,22.96281,6.071321,15.91154,WallCake2_Tx
UpperWall,0.5,7,3.5,0,270,0,6.462811,6.071321,24.90154,WallCake2_Tx
UpperWall,0.5,7,5,0,270,0,-5.737188,6.071321,22.31154,WallCake2_Tx
UpperWall,0.5,7.072985,5,0,270,0,-8.051847,6.069828,-22.36913,WallCake2_Tx
UpperWall,0.5,7,5,0,232.4,0,-16.90719,6.071321,21.17154,WallCake2_Tx
UpperWall,0.5,7,5,0,270,0,-3.037189,6.071321,-22.23846,WallCake2_Tx
Wall,0.5,8,2,0,120,0,-8.633213,5.645468,-10.26327,WallCake2_Tx
Wall,0.5,9,2.3,0,141.4,0,-4.843214,5.735468,15.57673,WallCake2_Tx
Wall,0.5,9,2.5,0,120,0,-6.183214,5.725468,1.226726,WallCake2_Tx
BoxCollision,0.5,10,5,0,90,0,-27,5,9.95,WallCake2_Tx
BoxCollision,0.5,10,5,0,101.5954,0,-22,5,9.55,WallCake2_Tx
BoxCollision,0.5,10,5,0,116.9601,0,-17.26,5,7.892,WallCake2_Tx
BoxCollision,0.5,10,5.229,0,134.2635,0,-13.257,4.9959,5.024,WallCake2_Tx
BoxCollision,0.5,10,5,0,82.43021,0,-22.2,5,-14.55,WallCake2_Tx
